ImagePath,PredPSPI,PredAU4,PredAU6,PredAU7,PredAU10,PredAU12,PredAU20,PredAU25,PredAU26,PredAU43,ActualPSPI,ActualAU4,ActualAU6,ActualAU7,ActualAU9,ActualAU10,ActualAU12,ActualAU20,ActualAU25,ActualAU26,ActualAU43
10a_10.0.png,0.8021575212478638,0.23295538127422333,0.2224971354007721,0.0173881184309721,0.11427225172519684,0.4415268301963806,-0.08211067318916321,-0.05463974550366402,0.8859620094299316,0.03530089557170868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10a_10.10.png,0.5484073162078857,0.11848518252372742,0.21044163405895233,-0.08187302947044373,0.14137963950634003,0.3251987397670746,-0.09574592113494873,-0.050902869552373886,0.7651752233505249,0.03156435117125511,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
10a_10.2.png,0.7117024064064026,0.2111300230026245,0.20774611830711365,0.007214583456516266,0.1267867535352707,0.43926769495010376,-0.09272195398807526,-0.06089674308896065,0.9030472636222839,0.013601584360003471,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10a_10.4.png,0.6454362869262695,0.1884588599205017,0.20436780154705048,-0.006375107914209366,0.13642939925193787,0.4198022186756134,-0.1038552075624466,-0.07185898721218109,0.9037750363349915,0.0019138073548674583,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10a_10.6.png,0.588991641998291,0.15736879408359528,0.21022632718086243,-0.02696441486477852,0.14082959294319153,0.38231074810028076,-0.10431571304798126,-0.06957346200942993,0.8562577962875366,0.007042349316179752,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
10a_10.8.png,0.5552787780761719,0.1377502679824829,0.20826444029808044,-0.050778090953826904,0.14485840499401093,0.34835976362228394,-0.09641766548156738,-0.05546439439058304,0.8119496703147888,0.019236020743846893,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
10aw_10.0.png,0.5858364105224609,0.24508872628211975,0.1065586656332016,0.058904021978378296,0.030362099409103394,0.1689736694097519,-0.13507080078125,-0.18382014334201813,0.5962939262390137,-0.0345994308590889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10aw_10.10.png,0.5180075764656067,0.09780001640319824,0.24521119892597198,-0.1874811053276062,-0.012149210087954998,0.384752094745636,-0.10300615429878235,-0.09373389184474945,0.6103173494338989,0.027737505733966827,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
10aw_10.2.png,0.5284441113471985,0.19487009942531586,0.12882377207279205,0.014668349176645279,0.025185730308294296,0.1976611465215683,-0.1368759721517563,-0.1952923983335495,0.5904460549354553,-0.03265110403299332,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10aw_10.4.png,0.50694340467453,0.14544245600700378,0.15942859649658203,-0.028482023626565933,0.01651996746659279,0.24103868007659912,-0.14375807344913483,-0.20283079147338867,0.5999534130096436,-0.022880103439092636,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
