ImagePath,PredPSPI,PredAU4,PredAU6,PredAU7,PredAU10,PredAU12,PredAU20,PredAU25,PredAU26,PredAU43,ActualPSPI,ActualAU4,ActualAU6,ActualAU7,ActualAU9,ActualAU10,ActualAU12,ActualAU20,ActualAU25,ActualAU26,ActualAU43
10a_10.0.png,0.0411171019077301,-0.07808086276054382,0.12418298423290253,-0.1890469193458557,0.07315681129693985,-0.0023330561816692352,-0.0807567685842514,0.0032406672835350037,0.372882217168808,-0.006721643730998039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10a_10.10.png,0.5719216465950012,-0.04852600768208504,0.4219663143157959,-0.27764397859573364,0.1706712245941162,0.30167266726493835,0.0014743022620677948,0.2527236342430115,0.46885645389556885,0.048568692058324814,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
10a_10.2.png,0.03916943073272705,-0.07960358262062073,0.1421525627374649,-0.19359058141708374,0.0675669014453888,0.01094193197786808,-0.08365938067436218,0.008363882079720497,0.35751205682754517,-0.0056912098079919815,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10a_10.4.png,0.050054728984832764,-0.08497284352779388,0.1517501324415207,-0.19847652316093445,0.07693090289831161,0.01711484044790268,-0.08343558758497238,0.021307114511728287,0.35230499505996704,0.0012000557035207748,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10a_10.6.png,0.13133031129837036,-0.07904262840747833,0.1899939924478531,-0.20839793980121613,0.10084737092256546,0.06139209493994713,-0.06841510534286499,0.06684118509292603,0.3706898093223572,0.016917837783694267,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
10a_10.8.png,0.3637843430042267,-0.06257785111665726,0.3017115592956543,-0.2349550426006317,0.14263777434825897,0.177103653550148,-0.0284477137029171,0.1701812595129013,0.42973023653030396,0.0334196500480175,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
10aw_10.0.png,-0.28431424498558044,-0.07972663640975952,-0.04946162924170494,-0.1866093873977661,-0.014839442446827888,-0.06055624037981033,-0.086534783244133,-0.09775666892528534,0.33029454946517944,-0.044704727828502655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10aw_10.10.png,-0.11047318577766418,-0.07821699976921082,0.138902947306633,-0.3281989097595215,0.008505824953317642,-0.038004860281944275,-0.07937058806419373,0.027883872389793396,0.6383616328239441,-0.06680718809366226,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
10aw_10.2.png,-0.34274449944496155,-0.09579133242368698,-0.03350747749209404,-0.22128665447235107,-0.021734554320573807,-0.058024220168590546,-0.10409997403621674,-0.10834047198295593,0.3683992922306061,-0.055675193667411804,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10aw_10.4.png,-0.3350904881954193,-0.1035962849855423,0.0022435933351516724,-0.24183279275894165,-0.02449560910463333,-0.05038154125213623,-0.10977115482091904,-0.09438523650169373,0.3919834494590759,-0.06266289949417114,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10aw_10.6.png,-0.3319299519062042,-0.09790048003196716,0.01896161586046219,-0.2689494490623474,-0.027791783213615417,-0.0641290545463562,-0.09718416631221771,-0.05460325628519058,0.3981861472129822,-0.05511978268623352,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
10aw_10.8.png,-0.2373710572719574,-0.08395151793956757,0.07171814143657684,-0.30080413818359375,-0.01548202708363533,-0.05469489097595215,-0.08420616388320923,-0.0017202645540237427,0.49864619970321655,-0.05763392522931099,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
10e_10.0.png,0.10365027189254761,0.23378559947013855,-0.010052621364593506,-0.07586102932691574,-0.02206391654908657,0.0032922159880399704,0.011695781722664833,0.0077776238322257996,0.06158110499382019,-0.04190696030855179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10e_10.10.png,-0.08932289481163025,0.1767696589231491,-0.024249888956546783,-0.16318468749523163,-0.002801446244120598,-0.01005842350423336,0.010054763406515121,0.0038707442581653595,0.1021827906370163,0.01349001657217741,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
10e_10.2.png,0.024778693914413452,0.1873542070388794,-0.015697944909334183,-0.09020568430423737,-0.01506066881120205,-0.011574076488614082,0.0040614791214466095,-0.015535065904259682,0.04497740790247917,-0.0394277423620224,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10e_10.4.png,-0.03658685088157654,0.16695661842823029,-0.023511052131652832,-0.10698704421520233,-0.007097600027918816,-0.017962856218218803,-0.004851408302783966,-0.03680833429098129,0.04948953166604042,-0.03491554781794548,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10e_10.6.png,-0.08736380934715271,0.162906676530838,-0.025892630219459534,-0.11925762891769409,-0.0046681007370352745,-0.013736886903643608,0.0019806064665317535,-0.039906881749629974,0.047175295650959015,-0.024771247059106827,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
10e_10.8.png,-0.0970204770565033,0.17146512866020203,-0.028257742524147034,-0.13790635764598846,-0.005663204938173294,-0.011138161644339561,0.010221656411886215,-0.021675415337085724,0.07008296996355057,-0.0049382541328668594,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
10eb_10.0.png,-0.0014719665050506592,0.08932876586914062,-0.017752740532159805,-0.10262244939804077,0.02792423591017723,0.03387787193059921,-0.03117281012237072,-0.032410845160484314,0.16501423716545105,-0.03293590992689133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10eb_10.10.png,-0.10556939244270325,0.04755891487002373,-0.0249611958861351,-0.2509157657623291,0.05060330778360367,-0.03264681249856949,-0.03304574638605118,0.028514284640550613,0.32675492763519287,0.005100504495203495,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
10eb_10.2.png,-0.056290000677108765,0.08032830059528351,-0.025784708559513092,-0.12512549757957458,0.030705546960234642,0.03505588322877884,-0.03119761124253273,-0.04492480307817459,0.16496309638023376,-0.028897464275360107,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10eb_10.4.png,-0.18367251753807068,-0.005236905999481678,-0.08011776953935623,-0.1262393593788147,0.027782894670963287,-0.035195231437683105,-0.05866013467311859,-0.037995558232069016,0.17135173082351685,-0.02131021022796631,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
10eb_10.6.png,-0.05218592286109924,0.08044242858886719,-0.030693188309669495,-0.11586513370275497,0.03643057867884636,0.01532520167529583,-0.0535070076584816,0.012336056679487228,0.22822600603103638,-0.002924320288002491,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
10eb_10.8.png,-0.14731577038764954,0.03191126883029938,-0.04670063033699989,-0.19208787381649017,0.04845463111996651,-0.02839864231646061,-0.03967374563217163,0.012373346835374832,0.26467064023017883,0.0014491332694888115,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
12a_12.0.png,0.13476160168647766,-0.09355904161930084,0.11461783200502396,-0.05195571109652519,0.023616859689354897,-0.034430354833602905,-0.04380004480481148,0.02347947098314762,0.29455330967903137,0.06494512408971786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12a_12.10.png,0.6051677465438843,-0.038212571293115616,0.5274658203125,-0.0629080981016159,0.04250617325305939,0.42185425758361816,-0.04419609159231186,0.16416090726852417,0.2893661558628082,0.1206565797328949,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
12a_12.2.png,0.17308983206748962,-0.0811229795217514,0.17869782447814941,-0.031168945133686066,0.015397705137729645,0.027491403743624687,-0.03563075512647629,0.0441041961312294,0.24845919013023376,0.06828878819942474,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12a_12.4.png,0.24081668257713318,-0.0709686204791069,0.25806888937950134,-0.02100631594657898,0.013438244350254536,0.13383018970489502,-0.031635433435440063,0.08842089027166367,0.2593790888786316,0.07094703614711761,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12a_12.6.png,0.3838585615158081,-0.06814053654670715,0.34474390745162964,-0.02469368278980255,0.04188135638833046,0.16322894394397736,-0.03860194981098175,0.09879179298877716,0.2941003143787384,0.09175226092338562,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
12a_12.8.png,0.4535068869590759,-0.049009643495082855,0.4227498471736908,-0.02393484115600586,0.05392763018608093,0.26227399706840515,-0.03444233909249306,0.1305248737335205,0.24586737155914307,0.08929556608200073,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
12aw_12.0.png,-0.035564959049224854,-0.0573878213763237,-0.03343813121318817,-0.10498184710741043,0.008341008797287941,-0.07634599506855011,-0.08135724812746048,-0.1461484432220459,0.41651850938796997,-0.024744443595409393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12aw_12.10.png,0.3675397038459778,-0.048526305705308914,0.32817545533180237,-0.11903170496225357,-0.008378671482205391,0.08940806984901428,-0.12678349018096924,-0.1144142597913742,0.38610395789146423,-0.018056850880384445,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
12aw_12.2.png,0.002872854471206665,-0.06406328082084656,0.01460287719964981,-0.12280607223510742,0.010296283289790154,-0.05759608745574951,-0.09783118963241577,-0.14366811513900757,0.4414255619049072,-0.025898251682519913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12aw_12.4.png,0.053011685609817505,-0.06646035611629486,0.0750136524438858,-0.13272544741630554,0.010704835876822472,-0.03073078580200672,-0.10978970676660538,-0.13879312574863434,0.43887758255004883,-0.025764018297195435,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12aw_12.6.png,0.22489897906780243,-0.026455190032720566,0.18295830488204956,-0.12032594531774521,-0.0039054173976182938,0.006685322150588036,-0.1313648223876953,-0.12974895536899567,0.46687978506088257,-0.03604750707745552,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
12aw_12.8.png,0.3601638078689575,-0.021490179002285004,0.29117274284362793,-0.1195714995265007,-0.008280910551548004,0.057383421808481216,-0.13739757239818573,-0.12807326018810272,0.4729425609111786,-0.033069901168346405,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
12e_12.0.png,0.2258002758026123,0.11894331127405167,-0.014785174280405045,-0.04944324493408203,0.026631172746419907,-0.05229502171278,-0.0035075657069683075,-0.028112735599279404,0.115944504737854,0.022352542728185654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12e_12.10.png,0.7043648362159729,0.06430209428071976,0.4261321425437927,-0.039772819727659225,0.007596621289849281,0.2617949843406677,-0.06162210553884506,-0.09660153090953827,0.2634056508541107,0.039073023945093155,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
12e_12.2.png,0.2501274645328522,0.09623435139656067,0.021315962076187134,-0.043829381465911865,0.029575373977422714,-0.032553233206272125,-0.005588224157691002,-0.035727016627788544,0.1238713264465332,0.021802183240652084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12e_12.4.png,0.2948756217956543,0.07646887749433517,0.06616713106632233,-0.029284749180078506,0.029682140797376633,-0.0063104648143053055,-0.007043341174721718,-0.04563299939036369,0.11781954765319824,0.017939694225788116,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12e_12.6.png,0.3771175742149353,0.059126436710357666,0.14168201386928558,-0.01862434670329094,0.0255001001060009,0.04752212017774582,-0.015373751521110535,-0.057417452335357666,0.12234464287757874,0.01329619437456131,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
12e_12.8.png,0.45778143405914307,0.04505240172147751,0.22637715935707092,-0.024640392512083054,0.014569810591638088,0.10038077086210251,-0.030116494745016098,-0.07070140540599823,0.14852115511894226,0.014914097264409065,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
12eb_12.0.png,-0.005295783281326294,0.0017426861450076103,-0.05394343286752701,-0.08170036971569061,0.015563429333269596,-0.0430719256401062,-0.05473766475915909,-0.09465470910072327,0.2140626162290573,0.004756888374686241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12eb_12.10.png,0.05693516135215759,-0.1475217044353485,0.1518985480070114,-0.1484159529209137,0.006477003917098045,-0.037309013307094574,-0.11515074968338013,-0.08327805995941162,0.5570412874221802,-0.020288456231355667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
12eb_12.2.png,0.024946093559265137,-0.02387227863073349,-0.01019088551402092,-0.09184257686138153,0.016095982864499092,-0.042652107775211334,-0.06461028009653091,-0.0926266610622406,0.2800001800060272,0.009852326475083828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12eb_12.4.png,0.05175220966339111,-0.0611407533288002,0.036414097994565964,-0.05416877567768097,0.02527468279004097,-0.019917087629437447,-0.060129743069410324,-0.06882607936859131,0.29215073585510254,0.007856772281229496,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12eb_12.6.png,0.12222728133201599,-0.07163076102733612,0.10349538922309875,-0.06431953608989716,0.0212155319750309,-0.009475070983171463,-0.06076257675886154,-0.06341582536697388,0.3559763729572296,0.010672570206224918,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
